B,0,0,-6
B,0,1,-9
B,0,2,7
B,0,3,-5
B,0,4,-6
B,0,5,-2
B,0,6,-7
B,0,7,-9
B,0,8,8
B,0,9,3
B,0,10,-9
B,0,11,0
B,0,12,6
B,0,13,0
B,0,14,-1
B,0,15,2
B,0,16,5
B,0,17,4
B,0,18,7
B,0,19,-7
B,0,20,0
B,0,21,-6
B,0,22,9
B,0,23,-7
B,0,24,7
B,0,25,-8
B,0,26,9
B,0,27,3
B,0,28,-9
B,0,29,0
B,0,30,-5
B,0,31,-1
B,0,32,1
B,0,33,4
B,0,34,-6
B,0,35,-9
B,0,36,-4
B,0,37,-8
B,0,38,8
B,0,39,9
B,0,40,-5
B,0,41,4
B,0,42,-8
B,0,43,8
B,0,44,1
B,0,45,-9
B,0,46,9
B,0,47,1
B,0,48,8
B,0,49,4
B,0,50,7
B,0,51,-8
B,0,52,4
B,0,53,-8
B,0,54,1
B,0,55,-8
B,0,56,-7
B,0,57,-6
B,0,58,-4
B,0,59,1
B,0,60,8
B,0,61,-5
B,0,62,3
B,0,63,1
B,0,64,-9
B,0,65,8
B,0,66,-8
B,0,67,-4
B,0,68,-7
B,0,69,-3
B,0,70,8
B,0,71,-7
B,0,72,5
B,0,73,-1
B,0,74,6
B,0,75,7
B,0,76,-9
B,0,77,5
B,0,78,-7
B,0,79,-9
B,0,80,0
B,0,81,1
B,0,82,-6
B,0,83,1
B,0,84,-7
B,0,85,2
B,0,86,9
B,0,87,4
B,0,88,3
B,0,89,-8
B,0,90,6
B,0,91,5
B,0,92,5
B,0,93,-6
B,0,94,-5
B,0,95,8
B,0,96,6
B,0,97,3
B,0,98,-8
B,0,99,-6
B,0,100,-2
B,0,101,-9
B,0,102,-8
B,0,103,-4
B,0,104,-1
B,0,105,7
B,0,106,-8
B,0,107,-2
B,0,108,7
B,0,109,4
B,0,110,-7
B,0,111,0
B,0,112,-2
B,0,113,6
B,0,114,-5
B,0,115,3
B,0,116,-5
B,0,117,2
B,0,118,5
B,0,119,-5
B,0,120,-4
B,0,121,5
B,0,122,8
B,0,123,5
B,0,124,6
B,0,125,4
B,0,126,-6
B,0,127,-1
B,0,128,0
B,0,129,2
B,0,130,-8
B,0,131,-9
B,0,132,1
B,0,133,6
B,0,134,6
B,0,135,-4
B,0,136,-2
B,0,137,9
B,0,138,6
B,0,139,8
B,0,140,-4
B,0,141,8
B,0,142,2
B,0,143,-7
B,0,144,7
B,0,145,6
B,0,146,-6
B,0,147,6
B,0,148,0
B,0,149,-6
B,0,150,9
B,0,151,5
B,0,152,3
B,0,153,3
B,0,154,-7
B,0,155,-5
B,0,156,8
B,0,157,-2
B,0,158,-5
B,0,159,8
B,1,0,8
B,1,1,6
B,1,2,-8
B,1,3,1
B,1,4,-1
B,1,5,-5
B,1,6,-8
B,1,7,-6
B,1,8,3
B,1,9,-5
B,1,10,3
B,1,11,-6
B,1,12,8
B,1,13,5
B,1,14,8
B,1,15,-9
B,1,16,4
B,1,17,2
B,1,18,8
B,1,19,-8
B,1,20,-3
B,1,21,-5
B,1,22,3
B,1,23,0
B,1,24,-4
B,1,25,-7
B,1,26,-2
B,1,27,-2
B,1,28,4
B,1,29,0
B,1,30,-2
B,1,31,4
B,1,32,-1
B,1,33,8
B,1,34,2
B,1,35,5
B,1,36,5
B,1,37,3
B,1,38,-7
B,1,39,6
B,1,40,-9
B,1,41,-3
B,1,42,-2
B,1,43,-4
B,1,44,-4
B,1,45,-2
B,1,46,0
B,1,47,9
B,1,48,-5
B,1,49,-3
B,1,50,7
B,1,51,-6
B,1,52,-3
B,1,53,-8
B,1,54,4
B,1,55,3
B,1,56,-9
B,1,57,6
B,1,58,7
B,1,59,-7
B,1,60,2
B,1,61,1
B,1,62,-5
B,1,63,7
B,1,64,-1
B,1,65,8
B,1,66,-9
B,1,67,7
B,1,68,9
B,1,69,-5
B,1,70,-8
B,1,71,-2
B,1,72,-7
B,1,73,3
B,1,74,2
B,1,75,-2
B,1,76,4
B,1,77,-5
B,1,78,-5
B,1,79,2
B,1,80,-5
B,1,81,-3
B,1,82,4
B,1,83,-6
B,1,84,0
B,1,85,-9
B,1,86,-7
B,1,87,-9
B,1,88,-6
B,1,89,7
B,1,90,-8
B,1,91,-1
B,1,92,-1
B,1,93,-7
B,1,94,7
B,1,95,-1
B,1,96,-6
B,1,97,9
B,1,98,9
B,1,99,0
B,1,100,-3
B,1,101,-1
B,1,102,9
B,1,103,8
B,1,104,-1
B,1,105,-4
B,1,106,4
B,1,107,8
B,1,108,-7
B,1,109,5
B,1,110,4
B,1,111,1
B,1,112,-4
B,1,113,-3
B,1,114,7
B,1,115,8
B,1,116,8
B,1,117,-7
B,1,118,0
B,1,119,4
B,1,120,9
B,1,121,-8
B,1,122,-7
B,1,123,-4
B,1,124,0
B,1,125,7
B,1,126,2
B,1,127,-3
B,1,128,6
B,1,129,-3
B,1,130,-2
B,1,131,-2
B,1,132,-2
B,1,133,0
B,1,134,7
B,1,135,2
B,1,136,4
B,1,137,8
B,1,138,4
B,1,139,4
B,1,140,-8
B,1,141,9
B,1,142,-4
B,1,143,9
B,1,144,-9
B,1,145,7
B,1,146,-2
B,1,147,-9
B,1,148,5
B,1,149,4
B,1,150,-3
B,1,151,3
B,1,152,1
B,1,153,9
B,1,154,-3
B,1,155,-6
B,1,156,-8
B,1,157,-4
B,1,158,-3
B,1,159,3
B,2,0,3
B,2,1,8
B,2,2,3
B,2,3,-6
B,2,4,-8
B,2,5,4
B,2,6,8
B,2,7,4
B,2,8,4
B,2,9,-7
B,2,10,8
B,2,11,-9
B,2,12,9
B,2,13,8
B,2,14,-8
B,2,15,6
B,2,16,9
B,2,17,-4
B,2,18,-7
B,2,19,-7
B,2,20,9
B,2,21,-7
B,2,22,8
B,2,23,-8
B,2,24,9
B,2,25,9
B,2,26,-2
B,2,27,8
B,2,28,-2
B,2,29,-7
B,2,30,6
B,2,31,-9
B,2,32,0
B,2,33,6
B,2,34,1
B,2,35,3
B,2,36,1
B,2,37,-5
B,2,38,-5
B,2,39,-3
B,2,40,9
B,2,41,6
B,2,42,5
B,2,43,-6
B,2,44,1
B,2,45,-3
B,2,46,7
B,2,47,5
B,2,48,1
B,2,49,-8
B,2,50,-2
B,2,51,-7
B,2,52,-9
B,2,53,0
B,2,54,-7
B,2,55,2
B,2,56,8
B,2,57,-4
B,2,58,3
B,2,59,-5
B,2,60,4
B,2,61,4
B,2,62,2
B,2,63,2
B,2,64,-1
B,2,65,-4
B,2,66,-2
B,2,67,8
B,2,68,-7
B,2,69,-1
B,2,70,-4
B,2,71,3
B,2,72,4
B,2,73,5
B,2,74,6
B,2,75,5
B,2,76,-6
B,2,77,2
B,2,78,-3
B,2,79,0
B,2,80,-8
B,2,81,-2
B,2,82,-4
B,2,83,-9
B,2,84,3
B,2,85,-1
B,2,86,1
B,2,87,-6
B,2,88,5
B,2,89,-6
B,2,90,2
B,2,91,1
B,2,92,1
B,2,93,-8
B,2,94,4
B,2,95,5
B,2,96,-4
B,2,97,8
B,2,98,6
B,2,99,2
B,2,100,-4
B,2,101,-9
B,2,102,3
B,2,103,5
B,2,104,9
B,2,105,4
B,2,106,6
B,2,107,-3
B,2,108,-7
B,2,109,6
B,2,110,2
B,2,111,-7
B,2,112,-8
B,2,113,-2
B,2,114,-1
B,2,115,-4
B,2,116,2
B,2,117,8
B,2,118,4
B,2,119,8
B,2,120,-1
B,2,121,9
B,2,122,-9
B,2,123,-6
B,2,124,8
B,2,125,4
B,2,126,-3
B,2,127,6
B,2,128,8
B,2,129,0
B,2,130,9
B,2,131,-1
B,2,132,5
B,2,133,-8
B,2,134,7
B,2,135,-6
B,2,136,-3
B,2,137,5
B,2,138,3
B,2,139,7
B,2,140,-5
B,2,141,7
B,2,142,9
B,2,143,6
B,2,144,4
B,2,145,2
B,2,146,-8
B,2,147,-4
B,2,148,-8
B,2,149,-9
B,2,150,-2
B,2,151,-4
B,2,152,3
B,2,153,-2
B,2,154,-6
B,2,155,-2
B,2,156,-1
B,2,157,1
B,2,158,-6
